"";"c";"c_star.x";"c_star.y";"c_star"
"1";0;0,655014449320347;0,912742084963134;0,973090020477864
"2";1;0,584608798030611;0,302096820356262;0,147258712511336
"3";2;1,62424020505309;1,21219110564723;0,98432496611938
"4";3;2,45150818341675;2,17013021451201;1,94531764017838
"5";4;3,69344515559479;3,177140946158;2,93323312038081
"6";5;4,81505826112937;4,1471195498158;3,90425350187906
